text,correct_location,re_matched_labels,spacy_custom_LOC_labels,spacy_base_LOC_labels,bert_ner_labels,all_words
Zwischen der Stadt Eggried und Tannenheim entstand eine Erhebung über die Umsetzung von Open-Data-Richtlinien in kommunalen Verwaltungen. Die Analyse wurde unter Einhaltung nationaler Datenstandards durchgeführt.,"['Stadt Eggried', 'Gemeinde Tannenheim']",['not_found'],"['Tannenheim', 'Stadt Eggried']","['Open-Data-Richtlinien', 'Eggried', 'Tannenheim']","['Eggried', 'Tannenheim']","['Zwischen', 'der', 'Stadt', 'Eggried', 'und', 'Tannenheim', 'entstand', 'eine', 'Erhebung', 'über', 'die', 'Umsetzung', 'von', 'OpenDataRichtlinien', 'in', 'kommunalen', 'Verwaltungen', 'Die', 'Analyse', 'wurde', 'unter', 'Einhaltung', 'nationaler', 'Datenstandards', 'durchgeführt']"
Im Rahmen eines regionalen Forschungsprojekts zwischen der Kanton Zellberg und der Stadt Schneebach wurde untersucht die interoperable Vernetzung von Geodaten zwischen Behörden. Die gewonnenen Daten werden in zukünftige Raumkonzepte integriert.,"['Kanton Zellberg', 'Stadt Schneebach']",['not_found'],"['Kanton Zellberg', 'Stadt Schneebach']","['Kanton Zellberg', 'Schneebach']","['Kanton Zellberg', 'Schneebach']","['Im', 'Rahmen', 'eines', 'regionalen', 'Forschungsprojekts', 'zwischen', 'der', 'Kanton', 'Zellberg', 'und', 'der', 'Stadt', 'Schneebach', 'wurde', 'untersucht', 'die', 'interoperable', 'Vernetzung', 'von', 'Geodaten', 'zwischen', 'Behörden', 'Die', 'gewonnenen', 'Daten', 'werden', 'in', 'zukünftige', 'Raumkonzepte', 'integriert']"
Im Rahmen eines regionalen Forschungsprojekts zwischen der Gemeinde Hochweiler und der Stadt Mettlingen wurde untersucht die Analyse historischer Wetterdaten zur Klimafolgenabschätzung. Die Analyse wurde unter Einhaltung nationaler Datenstandards durchgeführt.,"['Gemeinde Hochweiler', 'Stadt Mettlingen']",['not_found'],['Stadt Mettlingen'],"['Hochweiler', 'Mettlingen']","['Gemeinde Hochweiler', 'Mettlingen']","['Im', 'Rahmen', 'eines', 'regionalen', 'Forschungsprojekts', 'zwischen', 'der', 'Gemeinde', 'Hochweiler', 'und', 'der', 'Stadt', 'Mettlingen', 'wurde', 'untersucht', 'die', 'Analyse', 'historischer', 'Wetterdaten', 'zur', 'Klimafolgenabschätzung', 'Die', 'Analyse', 'wurde', 'unter', 'Einhaltung', 'nationaler', 'Datenstandards', 'durchgeführt']"
Die Gemeinde Weidendorf veröffentlichte in Zusammenarbeit mit der Kanton Sturmheim eine umfassende Analyse zu die Nutzung von Sensordaten zur Luftqualitätsüberwachung in Stadt und Land. Das Vorhaben leistet einen Beitrag zur digitalen Transformation im öffentlichen Sektor.,"['Gemeinde Weidendorf', 'Kanton Sturmheim']",['not_found'],['Gemeinde Weidendorf'],"['Kanton Sturmheim', 'Weidendorf']","['Gemeinde', 'Weidendorf', 'Kanton Sturmheim']","['Die', 'Gemeinde', 'Weidendorf', 'veröffentlichte', 'in', 'Zusammenarbeit', 'mit', 'der', 'Kanton', 'Sturmheim', 'eine', 'umfassende', 'Analyse', 'zu', 'die', 'Nutzung', 'von', 'Sensordaten', 'zur', 'Luftqualitätsüberwachung', 'in', 'Stadt', 'und', 'Land', 'Das', 'Vorhaben', 'leistet', 'einen', 'Beitrag', 'zur', 'digitalen', 'Transformation', 'im', 'öffentlichen', 'Sektor']"
Die Stadt Märchental veröffentlichte in Zusammenarbeit mit der Kanton Zelwingen eine umfassende Analyse zu die Analyse historischer Wetterdaten zur Klimafolgenabschätzung. Die gewonnenen Daten werden in zukünftige Raumkonzepte integriert.,"['Stadt Märchental', 'Kanton Zelwingen']",['not_found'],"['Kanton Zelwingen', 'Stadt Märchental']","['Kanton Zelwingen', 'Märchental']","['Märchental', 'Kanton Zelwingen']","['Die', 'Stadt', 'Märchental', 'veröffentlichte', 'in', 'Zusammenarbeit', 'mit', 'der', 'Kanton', 'Zelwingen', 'eine', 'umfassende', 'Analyse', 'zu', 'die', 'Analyse', 'historischer', 'Wetterdaten', 'zur', 'Klimafolgenabschätzung', 'Die', 'gewonnenen', 'Daten', 'werden', 'in', 'zukünftige', 'Raumkonzepte', 'integriert']"
Im Rahmen eines regionalen Forschungsprojekts zwischen der Gemeinde Alpenruhe und der Stadt Fichtenwald wurde untersucht die Etablierung eines kommunalen Datenkatasters zur Flächenplanung. Die verwendeten Methoden lassen sich auf andere Regionen übertragen.,"['Gemeinde Alpenruhe', 'Stadt Fichtenwald']",['not_found'],['Stadt Fichtenwald'],"['Stadt Fichtenwald', 'Gemeinde Alpenruhe']","['Gemeinde', 'Alpenruhe', 'Fichtenwald']","['Im', 'Rahmen', 'eines', 'regionalen', 'Forschungsprojekts', 'zwischen', 'der', 'Gemeinde', 'Alpenruhe', 'und', 'der', 'Stadt', 'Fichtenwald', 'wurde', 'untersucht', 'die', 'Etablierung', 'eines', 'kommunalen', 'Datenkatasters', 'zur', 'Flächenplanung', 'Die', 'verwendeten', 'Methoden', 'lassen', 'sich', 'auf', 'andere', 'Regionen', 'übertragen']"
Diese Studie aus der Stadt Krähenstadt in Kooperation mit der Gemeinde Windau analysiert die Dokumentation baulicher Veränderungen durch automatisierte Bildauswertung. Die gewonnenen Daten werden in zukünftige Raumkonzepte integriert.,"['Stadt Krähenstadt', 'Gemeinde Windau']",['not_found'],['not_found'],"['Gemeinde Windau', 'Krähenstadt', 'Stadt']","['Krähenstadt', 'Gemeinde Windau']","['Diese', 'Studie', 'aus', 'der', 'Stadt', 'Krähenstadt', 'in', 'Kooperation', 'mit', 'der', 'Gemeinde', 'Windau', 'analysiert', 'die', 'Dokumentation', 'baulicher', 'Veränderungen', 'durch', 'automatisierte', 'Bildauswertung', 'Die', 'gewonnenen', 'Daten', 'werden', 'in', 'zukünftige', 'Raumkonzepte', 'integriert']"
Im Rahmen eines regionalen Forschungsprojekts zwischen der Kanton Zellbach und der Stadt Hohenstein wurde untersucht die Etablierung eines kommunalen Datenkatasters zur Flächenplanung. Die Zusammenarbeit stärkt den Aufbau offener Dateninfrastrukturen.,"['Kanton Zellbach', 'Stadt Hohenstein']",['not_found'],['Kanton Zellbach'],"['Zellbach', 'Stadt Hohenstein']","['Kanton Zellbach', 'Hohenstein']","['Im', 'Rahmen', 'eines', 'regionalen', 'Forschungsprojekts', 'zwischen', 'der', 'Kanton', 'Zellbach', 'und', 'der', 'Stadt', 'Hohenstein', 'wurde', 'untersucht', 'die', 'Etablierung', 'eines', 'kommunalen', 'Datenkatasters', 'zur', 'Flächenplanung', 'Die', 'Zusammenarbeit', 'stärkt', 'den', 'Aufbau', 'offener', 'Dateninfrastrukturen']"
Im Rahmen eines regionalen Forschungsprojekts zwischen der Gemeinde Tannenheim und der Kanton Zellberg wurde untersucht die standardisierte Erfassung kommunaler Infrastrukturdaten. Die gewonnenen Daten werden in zukünftige Raumkonzepte integriert.,"['Gemeinde Tannenheim', 'Kanton Zellberg']",['not_found'],"['Kanton Zellberg', 'Gemeinde Tannenheim']","['Infrastrukturdaten', 'Kanton Zellberg', 'Tannenheim']","['Gemeinde Tannenheim', 'Kanton Zellberg']","['Im', 'Rahmen', 'eines', 'regionalen', 'Forschungsprojekts', 'zwischen', 'der', 'Gemeinde', 'Tannenheim', 'und', 'der', 'Kanton', 'Zellberg', 'wurde', 'untersucht', 'die', 'standardisierte', 'Erfassung', 'kommunaler', 'Infrastrukturdaten', 'Die', 'gewonnenen', 'Daten', 'werden', 'in', 'zukünftige', 'Raumkonzepte', 'integriert']"
"Der Bericht, herausgegeben von Mettlingen, mit Unterstützung der Kanton Felsenau, behandelt die Visualisierung von Bevölkerungsbewegungen zur Standortplanung. Die Zusammenarbeit stärkt den Aufbau offener Dateninfrastrukturen.","['Stadt Mettlingen', 'Kanton Felsenau']",['not_found'],"['Kanton Felsenau', 'Bevölkerungsbewegungen']",['Felsenau'],"['Mettlingen', 'Kanton Felsenau']","['Der', 'Bericht', 'herausgegeben', 'von', 'Mettlingen', 'mit', 'Unterstützung', 'der', 'Kanton', 'Felsenau', 'behandelt', 'die', 'Visualisierung', 'von', 'Bevölkerungsbewegungen', 'zur', 'Standortplanung', 'Die', 'Zusammenarbeit', 'stärkt', 'den', 'Aufbau', 'offener', 'Dateninfrastrukturen']"
"Der Bericht, herausgegeben von der Gemeinde Auenbach, mit Unterstützung der Stadt Schneebach, behandelt die Etablierung eines kommunalen Datenkatasters zur Flächenplanung. Die verwendeten Methoden lassen sich auf andere Regionen übertragen.","['Gemeinde Auenbach', 'Stadt Schneebach']",['not_found'],['Gemeinde Auenbach'],"['Auenbach', 'Schneebach']","['Gemeinde Auenbach', 'Schneebach']","['Der', 'Bericht', 'herausgegeben', 'von', 'der', 'Gemeinde', 'Auenbach', 'mit', 'Unterstützung', 'der', 'Stadt', 'Schneebach', 'behandelt', 'die', 'Etablierung', 'eines', 'kommunalen', 'Datenkatasters', 'zur', 'Flächenplanung', 'Die', 'verwendeten', 'Methoden', 'lassen', 'sich', 'auf', 'andere', 'Regionen', 'übertragen']"
Die Kanton Glücksburg veröffentlichte in Zusammenarbeit mit der Gemeinde Hochweiler eine umfassende Analyse zu die Analyse von Verkehrsflüssen mittels Mobilfunkdaten. Die verwendeten Methoden lassen sich auf andere Regionen übertragen.,"['Kanton Glücksburg', 'Gemeinde Hochweiler']",['not_found'],['Kanton Glücksburg'],"['Kanton Glücksburg', 'Hochweiler']","['Kanton Glücksburg', 'Gemeinde Hochweiler']","['Die', 'Kanton', 'Glücksburg', 'veröffentlichte', 'in', 'Zusammenarbeit', 'mit', 'der', 'Gemeinde', 'Hochweiler', 'eine', 'umfassende', 'Analyse', 'zu', 'die', 'Analyse', 'von', 'Verkehrsflüssen', 'mittels', 'Mobilfunkdaten', 'Die', 'verwendeten', 'Methoden', 'lassen', 'sich', 'auf', 'andere', 'Regionen', 'übertragen']"
Die Stadt Eggried veröffentlichte in Zusammenarbeit mit der Gemeinde Windau eine umfassende Analyse zu die Analyse historischer Wetterdaten zur Klimafolgenabschätzung. Die gewonnenen Daten werden in zukünftige Raumkonzepte integriert.,"['Stadt Eggried', 'Gemeinde Windau']",['not_found'],['Stadt Eggried'],"['Eggried', 'Gemeinde', 'Windau']","['Eggried', 'Gemeinde Windau']","['Die', 'Stadt', 'Eggried', 'veröffentlichte', 'in', 'Zusammenarbeit', 'mit', 'der', 'Gemeinde', 'Windau', 'eine', 'umfassende', 'Analyse', 'zu', 'die', 'Analyse', 'historischer', 'Wetterdaten', 'zur', 'Klimafolgenabschätzung', 'Die', 'gewonnenen', 'Daten', 'werden', 'in', 'zukünftige', 'Raumkonzepte', 'integriert']"
"Der Bericht, herausgegeben von der Kanton Zellbach, mit Unterstützung der Stadt Märchental, behandelt die standardisierte Erfassung kommunaler Infrastrukturdaten. Die Analyse wurde unter Einhaltung nationaler Datenstandards durchgeführt.","['Kanton Zellbach', 'Stadt Märchental']",['not_found'],['Kanton Zellbach'],"['Infrastrukturdaten', 'Märchental', 'Kanton Zellbach']","['Kanton Zellbach', 'Märchental']","['Der', 'Bericht', 'herausgegeben', 'von', 'der', 'Kanton', 'Zellbach', 'mit', 'Unterstützung', 'der', 'Stadt', 'Märchental', 'behandelt', 'die', 'standardisierte', 'Erfassung', 'kommunaler', 'Infrastrukturdaten', 'Die', 'Analyse', 'wurde', 'unter', 'Einhaltung', 'nationaler', 'Datenstandards', 'durchgeführt']"
Diese Studie aus der Gemeinde Alpenruhe in Kooperation mit der Gemeinde Weidendorf analysiert die Nutzung von Sensordaten zur Luftqualitätsüberwachung in Stadt und Land. Das Vorhaben leistet einen Beitrag zur digitalen Transformation im öffentlichen Sektor.,"['Gemeinde Alpenruhe', 'Gemeinde Weidendorf']",['not_found'],['Gemeinde Weidendorf'],"['Gemeinde Weidendorf', 'Gemeinde Alpenruhe']","['Gemeinde', 'Alpenruhe', 'Gemeinde Weidendorf']","['Diese', 'Studie', 'aus', 'der', 'Gemeinde', 'Alpenruhe', 'in', 'Kooperation', 'mit', 'der', 'Gemeinde', 'Weidendorf', 'analysiert', 'die', 'Nutzung', 'von', 'Sensordaten', 'zur', 'Luftqualitätsüberwachung', 'in', 'Stadt', 'und', 'Land', 'Das', 'Vorhaben', 'leistet', 'einen', 'Beitrag', 'zur', 'digitalen', 'Transformation', 'im', 'öffentlichen', 'Sektor']"
Zwischen der Kanton Zellbach und der Stadt Fichtenwald entstand eine Erhebung über die Auswirkungen von Wildverbiss auf die natürliche Verjüngung in Bergwäldern. Die gewonnenen Erkenntnisse fließen in Pflegepläne und Schutzkonzepte ein.,"['Kanton Zellbach', 'Stadt Fichtenwald']",['not_found'],"['Kanton Zellbach', 'Stadt Fichtenwald']","['Zellbach', 'Pflegepläne', 'Stadt Fichtenwald']","['Kanton Zellbach', 'Fichtenwald']","['Zwischen', 'der', 'Kanton', 'Zellbach', 'und', 'der', 'Stadt', 'Fichtenwald', 'entstand', 'eine', 'Erhebung', 'über', 'die', 'Auswirkungen', 'von', 'Wildverbiss', 'auf', 'die', 'natürliche', 'Verjüngung', 'in', 'Bergwäldern', 'Die', 'gewonnenen', 'Erkenntnisse', 'fließen', 'in', 'Pflegepläne', 'und', 'Schutzkonzepte', 'ein']"
Im Rahmen eines regionalen Forschungsprojekts zwischen der Gemeinde Weidendorf und der Kanton Glücksburg wurde untersucht die Beobachtung saisonaler Veränderungen in Wiesen- und Weideflächen. Die Daten ermöglichen die gezielte Steuerung naturschutzfachlicher Maßnahmen.,"['Gemeinde Weidendorf', 'Kanton Glücksburg']",['not_found'],"['Gemeinde Weidendorf', 'Kanton Glücksburg']","['Kanton Glücksburg', 'Gemeinde', 'Weidendorf']","['Gemeinde Weidendorf', 'Kanton Glücksburg']","['Im', 'Rahmen', 'eines', 'regionalen', 'Forschungsprojekts', 'zwischen', 'der', 'Gemeinde', 'Weidendorf', 'und', 'der', 'Kanton', 'Glücksburg', 'wurde', 'untersucht', 'die', 'Beobachtung', 'saisonaler', 'Veränderungen', 'in', 'Wiesen', 'und', 'Weideflächen', 'Die', 'Daten', 'ermöglichen', 'die', 'gezielte', 'Steuerung', 'naturschutzfachlicher', 'Maßnahmen']"
Zwischen der Stadt Märchental und der Gemeinde Alpenruhe entstand eine Erhebung über die Gewässergüteanalyse kleiner Zuflüsse in Agrarlandschaften. Die gewonnenen Erkenntnisse fließen in Pflegepläne und Schutzkonzepte ein.,"['Stadt Märchental', 'Gemeinde Alpenruhe']",['not_found'],['not_found'],"['Pflegepläne', 'Märchental', 'Gemeinde Alpenruhe', 'Gewässergüteanalyse']","['Märchental', 'Gemeinde', 'Alpenruhe']","['Zwischen', 'der', 'Stadt', 'Märchental', 'und', 'der', 'Gemeinde', 'Alpenruhe', 'entstand', 'eine', 'Erhebung', 'über', 'die', 'Gewässergüteanalyse', 'kleiner', 'Zuflüsse', 'in', 'Agrarlandschaften', 'Die', 'gewonnenen', 'Erkenntnisse', 'fließen', 'in', 'Pflegepläne', 'und', 'Schutzkonzepte', 'ein']"
Im Rahmen eines regionalen Forschungsprojekts zwischen der Gemeinde Hochweiler und der Kanton Sturmheim wurde untersucht die Beobachtung saisonaler Veränderungen in Wiesen- und Weideflächen. Die Ergebnisse unterstützen Naturschutzfachstellen bei regionalen Planungen.,"['Gemeinde Hochweiler', 'Kanton Sturmheim']",['not_found'],['Naturschutzfachstellen'],"['Sturmheim', 'Hochweiler']","['Gemeinde Hochweiler', 'Kanton Sturmheim']","['Im', 'Rahmen', 'eines', 'regionalen', 'Forschungsprojekts', 'zwischen', 'der', 'Gemeinde', 'Hochweiler', 'und', 'der', 'Kanton', 'Sturmheim', 'wurde', 'untersucht', 'die', 'Beobachtung', 'saisonaler', 'Veränderungen', 'in', 'Wiesen', 'und', 'Weideflächen', 'Die', 'Ergebnisse', 'unterstützen', 'Naturschutzfachstellen', 'bei', 'regionalen', 'Planungen']"
Die Stadt Schneebach veröffentlichte in Zusammenarbeit mit der Gemeinde Auenbach eine umfassende Analyse zu die Erhebung zur Biodiversität in Schutzwäldern über mehrere Höhenstufen. Die Ergebnisse unterstützen Naturschutzfachstellen bei regionalen Planungen.,"['Stadt Schneebach', 'Gemeinde Auenbach']",['not_found'],"['Naturschutzfachstellen', 'Gemeinde Auenbach', 'Stadt Schneebach', 'Schutzwäldern']","['Auenbach', 'Schneebach', 'Schutzwäldern']","['Schneebach', 'Gemeinde Auenbach']","['Die', 'Stadt', 'Schneebach', 'veröffentlichte', 'in', 'Zusammenarbeit', 'mit', 'der', 'Gemeinde', 'Auenbach', 'eine', 'umfassende', 'Analyse', 'zu', 'die', 'Erhebung', 'zur', 'Biodiversität', 'in', 'Schutzwäldern', 'über', 'mehrere', 'Höhenstufen', 'Die', 'Ergebnisse', 'unterstützen', 'Naturschutzfachstellen', 'bei', 'regionalen', 'Planungen']"
Diese Studie aus der Stadt Hohenstein in Kooperation mit der Kanton Zellberg analysiert die langfristige Entwicklung von Waldbeständen unter Einfluss des Klimawandels. Die Daten ermöglichen die gezielte Steuerung naturschutzfachlicher Maßnahmen.,"['Stadt Hohenstein', 'Kanton Zellberg']",['not_found'],['Kanton Zellberg'],"['Kanton Zellberg', 'Stadt Hohenstein']","['Hohenstein', 'Kanton Zellberg']","['Diese', 'Studie', 'aus', 'der', 'Stadt', 'Hohenstein', 'in', 'Kooperation', 'mit', 'der', 'Kanton', 'Zellberg', 'analysiert', 'die', 'langfristige', 'Entwicklung', 'von', 'Waldbeständen', 'unter', 'Einfluss', 'des', 'Klimawandels', 'Die', 'Daten', 'ermöglichen', 'die', 'gezielte', 'Steuerung', 'naturschutzfachlicher', 'Maßnahmen']"
Zwischen der Gemeinde Windau und Eggried entstand eine Erhebung über die Entwicklung von Managementstrategien für naturnahe Naherholungsgebiete. Die gewonnenen Erkenntnisse fließen in Pflegepläne und Schutzkonzepte ein.,"['Gemeinde Windau', 'Stadt Eggried']",['not_found'],['not_found'],"['Eggried', 'Pflegepläne', 'Windau']","['Gemeinde Windau', 'Eggried']","['Zwischen', 'der', 'Gemeinde', 'Windau', 'und', 'Eggried', 'entstand', 'eine', 'Erhebung', 'über', 'die', 'Entwicklung', 'von', 'Managementstrategien', 'für', 'naturnahe', 'Naherholungsgebiete', 'Die', 'gewonnenen', 'Erkenntnisse', 'fließen', 'in', 'Pflegepläne', 'und', 'Schutzkonzepte', 'ein']"
"Der Bericht, herausgegeben von der Stadt Mettlingen, mit Unterstützung der Gemeinde Tannenheim, behandelt die Beobachtung saisonaler Veränderungen in Wiesen- und Weideflächen. Die Daten ermöglichen die gezielte Steuerung naturschutzfachlicher Maßnahmen.","['Stadt Mettlingen', 'Gemeinde Tannenheim']",['not_found'],"['Stadt Mettlingen', 'Gemeinde Tannenheim']","['Tannenheim', 'Mettlingen']","['Mettlingen', 'Gemeinde Tannenheim']","['Der', 'Bericht', 'herausgegeben', 'von', 'der', 'Stadt', 'Mettlingen', 'mit', 'Unterstützung', 'der', 'Gemeinde', 'Tannenheim', 'behandelt', 'die', 'Beobachtung', 'saisonaler', 'Veränderungen', 'in', 'Wiesen', 'und', 'Weideflächen', 'Die', 'Daten', 'ermöglichen', 'die', 'gezielte', 'Steuerung', 'naturschutzfachlicher', 'Maßnahmen']"
Zwischen der Kanton Zelwingen und der Gemeinde Weidendorf entstand eine Erhebung über die Wiederherstellung von Feuchtgebieten und deren Bedeutung für die Artenvielfalt. Die Analyse zeigt die Notwendigkeit eines verbesserten Lebensraumschutzes auf.,"['Kanton Zelwingen', 'Gemeinde Weidendorf']",['not_found'],"['Kanton Zelwingen', 'Gemeinde Weidendorf']","['Gemeinde Weidendorf', 'Zelwingen']","['Kanton Zelwingen', 'Gemeinde Weidendorf']","['Zwischen', 'der', 'Kanton', 'Zelwingen', 'und', 'der', 'Gemeinde', 'Weidendorf', 'entstand', 'eine', 'Erhebung', 'über', 'die', 'Wiederherstellung', 'von', 'Feuchtgebieten', 'und', 'deren', 'Bedeutung', 'für', 'die', 'Artenvielfalt', 'Die', 'Analyse', 'zeigt', 'die', 'Notwendigkeit', 'eines', 'verbesserten', 'Lebensraumschutzes', 'auf']"
Zwischen der Stadt Krähenstadt und der Gemeinde Alpenruhe entstand eine Erhebung über die Gewässergüteanalyse kleiner Zuflüsse in Agrarlandschaften. Die Studie liefert eine wichtige Grundlage für ökologische Langzeitbeobachtungen.,"['Stadt Krähenstadt', 'Gemeinde Alpenruhe']",['not_found'],['not_found'],"['Krähenstadt', 'Stadt', 'Gemeinde Alpenruhe', 'Gewässergüteanalyse']","['Krähenstadt', 'Gemeinde', 'Alpenruhe']","['Zwischen', 'der', 'Stadt', 'Krähenstadt', 'und', 'der', 'Gemeinde', 'Alpenruhe', 'entstand', 'eine', 'Erhebung', 'über', 'die', 'Gewässergüteanalyse', 'kleiner', 'Zuflüsse', 'in', 'Agrarlandschaften', 'Die', 'Studie', 'liefert', 'eine', 'wichtige', 'Grundlage', 'für', 'ökologische', 'Langzeitbeobachtungen']"
"Der Bericht, herausgegeben von der Gemeinde Auenbach, mit Unterstützung der Kanton Felsenau, behandelt die Erhebung zur Biodiversität in Schutzwäldern über mehrere Höhenstufen. Die Ergebnisse unterstützen Naturschutzfachstellen bei regionalen Planungen.","['Gemeinde Auenbach', 'Kanton Felsenau']",['not_found'],"['Kanton Felsenau', 'Gemeinde Auenbach', 'Naturschutzfachstellen', 'Schutzwäldern']","['Auenbach', 'Schutzwäldern', 'Felsenau']","['Gemeinde Auenbach', 'Kanton Felsenau']","['Der', 'Bericht', 'herausgegeben', 'von', 'der', 'Gemeinde', 'Auenbach', 'mit', 'Unterstützung', 'der', 'Kanton', 'Felsenau', 'behandelt', 'die', 'Erhebung', 'zur', 'Biodiversität', 'in', 'Schutzwäldern', 'über', 'mehrere', 'Höhenstufen', 'Die', 'Ergebnisse', 'unterstützen', 'Naturschutzfachstellen', 'bei', 'regionalen', 'Planungen']"
Im Rahmen eines regionalen Forschungsprojekts zwischen der Stadt Eggried und der Kanton Zellbach wurde untersucht die Erfassung und Pflege von Biotopverbundsystemen in Randzonen. Die Analyse zeigt die Notwendigkeit eines verbesserten Lebensraumschutzes auf.,"['Stadt Eggried', 'Kanton Zellbach']",['not_found'],"['Kanton Zellbach', 'Stadt Eggried']","['Eggried', 'Kanton Zellbach']","['Eggried', 'Kanton Zellbach']","['Im', 'Rahmen', 'eines', 'regionalen', 'Forschungsprojekts', 'zwischen', 'der', 'Stadt', 'Eggried', 'und', 'der', 'Kanton', 'Zellbach', 'wurde', 'untersucht', 'die', 'Erfassung', 'und', 'Pflege', 'von', 'Biotopverbundsystemen', 'in', 'Randzonen', 'Die', 'Analyse', 'zeigt', 'die', 'Notwendigkeit', 'eines', 'verbesserten', 'Lebensraumschutzes', 'auf']"
Diese Studie aus der Gemeinde Hochweiler in Kooperation mit der Stadt Mettlingen analysiert die Auswirkungen von Wildverbiss auf die natürliche Verjüngung in Bergwäldern. Die Daten ermöglichen die gezielte Steuerung naturschutzfachlicher Maßnahmen.,"['Gemeinde Hochweiler', 'Stadt Mettlingen']",['not_found'],['Stadt Mettlingen'],"['Hochweiler', 'Mettlingen']","['Gemeinde Hochweiler', 'Mettlingen']","['Diese', 'Studie', 'aus', 'der', 'Gemeinde', 'Hochweiler', 'in', 'Kooperation', 'mit', 'der', 'Stadt', 'Mettlingen', 'analysiert', 'die', 'Auswirkungen', 'von', 'Wildverbiss', 'auf', 'die', 'natürliche', 'Verjüngung', 'in', 'Bergwäldern', 'Die', 'Daten', 'ermöglichen', 'die', 'gezielte', 'Steuerung', 'naturschutzfachlicher', 'Maßnahmen']"
Zwischen der Kanton Zellberg und Schneebach entstand eine Erhebung über die ökologische Zustandserhebung von Fließgewässern in naturnahen Regionen. Die Studie liefert eine wichtige Grundlage für ökologische Langzeitbeobachtungen.,"['Kanton Zellberg', 'Stadt Schneebach']",['not_found'],['not_found'],"['Kanton Zellberg', 'Schneebach']","['Kanton Zellberg', 'Schneebach']","['Zwischen', 'der', 'Kanton', 'Zellberg', 'und', 'Schneebach', 'entstand', 'eine', 'Erhebung', 'über', 'die', 'ökologische', 'Zustandserhebung', 'von', 'Fließgewässern', 'in', 'naturnahen', 'Regionen', 'Die', 'Studie', 'liefert', 'eine', 'wichtige', 'Grundlage', 'für', 'ökologische', 'Langzeitbeobachtungen']"
Diese Studie aus der Stadt Fichtenwald in Kooperation mit der Gemeinde Tannenheim analysiert die Wiederherstellung von Feuchtgebieten und deren Bedeutung für die Artenvielfalt. Die Studie liefert eine wichtige Grundlage für ökologische Langzeitbeobachtungen.,"['Stadt Fichtenwald', 'Gemeinde Tannenheim']",['not_found'],"['Gemeinde Tannenheim', 'Stadt Fichtenwald']","['Tannenheim', 'Stadt Fichtenwald']","['Fichtenwald', 'Gemeinde Tannenheim']","['Diese', 'Studie', 'aus', 'der', 'Stadt', 'Fichtenwald', 'in', 'Kooperation', 'mit', 'der', 'Gemeinde', 'Tannenheim', 'analysiert', 'die', 'Wiederherstellung', 'von', 'Feuchtgebieten', 'und', 'deren', 'Bedeutung', 'für', 'die', 'Artenvielfalt', 'Die', 'Studie', 'liefert', 'eine', 'wichtige', 'Grundlage', 'für', 'ökologische', 'Langzeitbeobachtungen']"
Diese Studie aus der Gemeinde Windau in Kooperation mit der Stadt Märchental analysiert die Erhebung zur Biodiversität in Schutzwäldern über mehrere Höhenstufen. Die Analyse zeigt die Notwendigkeit eines verbesserten Lebensraumschutzes auf.,"['Gemeinde Windau', 'Stadt Märchental']",['not_found'],"['Schutzwäldern', 'Stadt Märchental']","['Gemeinde Windau', 'Märchental', 'Schutzwäldern']","['Gemeinde Windau', 'Märchental']","['Diese', 'Studie', 'aus', 'der', 'Gemeinde', 'Windau', 'in', 'Kooperation', 'mit', 'der', 'Stadt', 'Märchental', 'analysiert', 'die', 'Erhebung', 'zur', 'Biodiversität', 'in', 'Schutzwäldern', 'über', 'mehrere', 'Höhenstufen', 'Die', 'Analyse', 'zeigt', 'die', 'Notwendigkeit', 'eines', 'verbesserten', 'Lebensraumschutzes', 'auf']"
Zwischen der Gemeinde Weidendorf und der Kanton Felsenau entstand eine Erhebung über die Erhebung zur Biodiversität in Schutzwäldern über mehrere Höhenstufen. Die gewonnenen Erkenntnisse fließen in Pflegepläne und Schutzkonzepte ein.,"['Gemeinde Weidendorf', 'Kanton Felsenau']",['not_found'],"['Gemeinde Weidendorf', 'Kanton Felsenau', 'Schutzwäldern']","['Gemeinde', 'Felsenau', 'Weidendorf', 'Pflegepläne', 'Schutzwäldern']","['Gemeinde Weidendorf', 'Kanton Felsenau']","['Zwischen', 'der', 'Gemeinde', 'Weidendorf', 'und', 'der', 'Kanton', 'Felsenau', 'entstand', 'eine', 'Erhebung', 'über', 'die', 'Erhebung', 'zur', 'Biodiversität', 'in', 'Schutzwäldern', 'über', 'mehrere', 'Höhenstufen', 'Die', 'gewonnenen', 'Erkenntnisse', 'fließen', 'in', 'Pflegepläne', 'und', 'Schutzkonzepte', 'ein']"
